season,season_name,rank,word,sentiment
30.0,Worlds Apart,2.0,ugly,very negative
30.0,Worlds Apart,3.0,collar,neutral
30.0,Worlds Apart,4.0,winner,neutral
30.0,Worlds Apart,5.0,world,neutral
30.0,Worlds Apart,6.0,uncomfortable,very negative
30.0,Worlds Apart,7.0,dark,negative
30.0,Worlds Apart,8.0,it not,neutral
30.0,Worlds Apart,9.0,enjoy,positive
30.0,Worlds Apart,10.0,the winner,neutral
30.0,Worlds Apart,11.0,lame,very negative
30.0,Worlds Apart,12.0,the bad,very negative
30.0,Worlds Apart,13.0,postmerge,neutral
30.0,Worlds Apart,14.0,story,neutral
30.0,Worlds Apart,15.0,ugliness,negative
30.0,Worlds Apart,16.0,uncomfortable moment,very negative
30.0,Worlds Apart,17.0,no collar,neutral
30.0,Worlds Apart,18.0,mike,neutral
30.0,Worlds Apart,19.0,funny,positive
30.0,Worlds Apart,20.0,unlikeable,neutral
30.0,Worlds Apart,21.0,villain,neutral
30.0,Worlds Apart,22.0,come,neutral
30.0,Worlds Apart,23.0,endgamers,neutral
30.0,Worlds Apart,24.0,boot,neutral
30.0,Worlds Apart,25.0,get ugly,very negative
31.0,Cambodia,0.0,cambodia,neutral
31.0,Cambodia,1.0,know,neutral
31.0,Cambodia,2.0,second chance,neutral
31.0,Cambodia,3.0,come,neutral
31.0,Cambodia,4.0,allstar,neutral
31.0,Cambodia,5.0,want,neutral
31.0,Cambodia,6.0,do not start,neutral
31.0,Cambodia,7.0,chance,neutral
31.0,Cambodia,8.0,returnees,neutral
31.0,Cambodia,9.0,allstar season,neutral
31.0,Cambodia,10.0,strategy and,neutral
31.0,Cambodia,11.0,keith,neutral
31.0,Cambodia,12.0,not start,neutral
31.0,Cambodia,13.0,everyone,neutral
31.0,Cambodia,14.0,focus,neutral
31.0,Cambodia,15.0,on strategy,neutral
31.0,Cambodia,16.0,not watch,neutral
31.0,Cambodia,17.0,story,neutral
31.0,Cambodia,18.0,previous,negative
31.0,Cambodia,19.0,strategyheavy season,neutral
31.0,Cambodia,20.0,return,neutral
31.0,Cambodia,21.0,tasha,neutral
31.0,Cambodia,22.0,talk,neutral
31.0,Cambodia,23.0,vote,neutral
31.0,Cambodia,24.0,joe,neutral
31.0,Cambodia,25.0,constant,neutral
32.0,Kaôh Rōng,0.0,kaoh,neutral
32.0,Kaôh Rōng,1.0,rong,neutral
32.0,Kaôh Rōng,2.0,kaoh rong,neutral
32.0,Kaôh Rōng,3.0,modern,positive
32.0,Kaôh Rōng,4.0,rōng,neutral
32.0,Kaôh Rōng,5.0,kaôh rōng,neutral
32.0,Kaôh Rōng,6.0,kaôh,neutral
32.0,Kaôh Rōng,7.0,villain,neutral
32.0,Kaôh Rōng,8.0,winner,neutral
32.0,Kaôh Rōng,9.0,cagayan,neutral
32.0,Kaôh Rōng,10.0,twist,neutral
32.0,Kaôh Rōng,11.0,story,neutral
32.0,Kaôh Rōng,12.0,modern season,positive
32.0,Kaôh Rōng,13.0,favorite,very positive
32.0,Kaôh Rōng,14.0,school,neutral
32.0,Kaôh Rōng,15.0,the winner,neutral
32.0,Kaôh Rōng,16.0,kaoh rong have,neutral
32.0,Kaôh Rōng,17.0,rong have,neutral
32.0,Kaôh Rōng,18.0,new school,neutral
32.0,Kaôh Rōng,19.0,old,neutral
32.0,Kaôh Rōng,20.0,emotion,neutral
32.0,Kaôh Rōng,21.0,something,neutral
32.0,Kaôh Rōng,22.0,hero,neutral
32.0,Kaôh Rōng,23.0,my favorite,very positive
32.0,Kaôh Rōng,24.0,well,neutral
32.0,Kaôh Rōng,25.0,in kaoh rong,neutral
33.0,MvGX,0.0,meta,neutral
33.0,MvGX,1.0,the theme,neutral
33.0,MvGX,2.0,mvgx,neutral
33.0,MvGX,3.0,resume,neutral
33.0,MvGX,4.0,millennial,neutral
33.0,MvGX,5.0,merge,neutral
33.0,MvGX,6.0,evolution,neutral
33.0,MvGX,7.0,gen,neutral
33.0,MvGX,8.0,story,neutral
33.0,MvGX,9.0,millennials,neutral
33.0,MvGX,10.0,evolution of the,neutral
33.0,MvGX,11.0,well,neutral
33.0,MvGX,12.0,super idol,positive
33.0,MvGX,13.0,evolution of,neutral
33.0,MvGX,14.0,postmerge,neutral
33.0,MvGX,15.0,the character,neutral
33.0,MvGX,16.0,millennials vs,neutral
33.0,MvGX,17.0,big move,neutral
33.0,MvGX,18.0,vs gen,neutral
33.0,MvGX,19.0,the merge,neutral
33.0,MvGX,20.0,that it,neutral
33.0,MvGX,21.0,bore,neutral
33.0,MvGX,22.0,strategy heavy,negative
33.0,MvGX,23.0,blastoise,neutral
33.0,MvGX,24.0,very meta,positive
33.0,MvGX,25.0,squirtle,neutral
34.0,"Game
Changers",0.0,changer,neutral
34.0,"Game
Changers",1.0,game changer,negative
34.0,"Game
Changers",2.0,twist,neutral
34.0,"Game
Changers",3.0,the premerge,neutral
34.0,"Game
Changers",4.0,cambodia,neutral
34.0,"Game
Changers",5.0,many twist,very positive
34.0,"Game
Changers",6.0,get screw,neutral
34.0,"Game
Changers",7.0,well,neutral
34.0,"Game
Changers",8.0,merge,neutral
34.0,"Game
Changers",9.0,awful,very negative
34.0,"Game
Changers",10.0,it not,neutral
34.0,"Game
Changers",11.0,postmerge,neutral
34.0,"Game
Changers",12.0,winner,neutral
34.0,"Game
Changers",13.0,screw,neutral
34.0,"Game
Changers",14.0,gc,neutral
34.0,"Game
Changers",15.0,legend,neutral
34.0,"Game
Changers",16.0,dark moment,negative
34.0,"Game
Changers",17.0,mod,positive
34.0,"Game
Changers",18.0,boot order,neutral
34.0,"Game
Changers",19.0,on game changer,negative
34.0,"Game
Changers",20.0,on game,negative
34.0,"Game
Changers",21.0,favorite player get,very positive
34.0,"Game
Changers",22.0,want,neutral
34.0,"Game
Changers",23.0,boot,neutral
34.0,"Game
Changers",24.0,order,neutral
34.0,"Game
Changers",25.0,fan favorite,very positive
35.0,HvHvH,0.0,finale,neutral
35.0,HvHvH,1.0,the finale,neutral
35.0,HvHvH,2.0,twist,neutral
35.0,HvHvH,3.0,secret,negative
35.0,HvHvH,4.0,hhh,neutral
35.0,HvHvH,5.0,that ruin,neutral
35.0,HvHvH,6.0,the season overall,neutral
35.0,HvHvH,7.0,pre merge and,neutral
35.0,HvHvH,8.0,ruin,neutral
35.0,HvHvH,9.0,final,neutral
35.0,HvHvH,10.0,the final,neutral
35.0,HvHvH,11.0,ranking season ranking,neutral
35.0,HvHvH,12.0,my ranking season,neutral
35.0,HvHvH,13.0,end which have,neutral
35.0,HvHvH,14.0,the jury and,neutral
35.0,HvHvH,15.0,ranking season,neutral
35.0,HvHvH,16.0,final twist,neutral
35.0,HvHvH,17.0,season overall the,neutral
35.0,HvHvH,18.0,the final twist,neutral
35.0,HvHvH,19.0,leave many,very positive
35.0,HvHvH,20.0,get bit,neutral
35.0,HvHvH,21.0,that moment,neutral
35.0,HvHvH,22.0,ruin the season,neutral
35.0,HvHvH,23.0,the final one,neutral
35.0,HvHvH,24.0,lot of random,very negative
35.0,HvHvH,25.0,until the finale,neutral
36.0,Ghost Island,0.0,ghost island,neutral
36.0,Ghost Island,1.0,ghost,neutral
36.0,Ghost Island,2.0,twist,neutral
36.0,Ghost Island,3.0,gi,neutral
36.0,Ghost Island,4.0,editing,neutral
36.0,Ghost Island,5.0,the twist,neutral
36.0,Ghost Island,6.0,callback to,neutral
36.0,Ghost Island,7.0,the editing,neutral
36.0,Ghost Island,8.0,callback,neutral
36.0,Ghost Island,9.0,island,neutral
36.0,Ghost Island,10.0,dud,neutral
36.0,Ghost Island,11.0,lull,neutral
36.0,Ghost Island,12.0,the wait,neutral
36.0,Ghost Island,13.0,worth the wait,positive
36.0,Ghost Island,14.0,past season,negative
36.0,Ghost Island,15.0,wait,neutral
36.0,Ghost Island,16.0,nothing,neutral
36.0,Ghost Island,17.0,spoil,neutral
36.0,Ghost Island,18.0,merge,neutral
36.0,Ghost Island,19.0,ftc vote,neutral
36.0,Ghost Island,20.0,lever,neutral
36.0,Ghost Island,21.0,lull but,neutral
36.0,Ghost Island,22.0,gi so,neutral
36.0,Ghost Island,23.0,on ghost island,neutral
36.0,Ghost Island,24.0,on ghost,neutral
36.0,Ghost Island,25.0,changer this season,neutral
37.0,"David vs.
Goliath",0.0,advantage,neutral
37.0,"David vs.
Goliath",1.0,dvg,neutral
37.0,"David vs.
Goliath",2.0,modern,positive
37.0,"David vs.
Goliath",3.0,of advantage,neutral
37.0,"David vs.
Goliath",4.0,recency bias,neutral
37.0,"David vs.
Goliath",5.0,recency,neutral
37.0,"David vs.
Goliath",6.0,david vs goliath,neutral
37.0,"David vs.
Goliath",7.0,goliath,neutral
37.0,"David vs.
Goliath",8.0,than and,neutral
37.0,"David vs.
Goliath",9.0,dvg the,neutral
37.0,"David vs.
Goliath",10.0,gentle,positive
37.0,"David vs.
Goliath",11.0,it good edit,very positive
37.0,"David vs.
Goliath",12.0,your main course,positive
37.0,"David vs.
Goliath",13.0,get their time,neutral
37.0,"David vs.
Goliath",14.0,vs goliath,neutral
37.0,"David vs.
Goliath",15.0,very noticeable,positive
37.0,"David vs.
Goliath",16.0,david vs,neutral
37.0,"David vs.
Goliath",17.0,blah blah,neutral
37.0,"David vs.
Goliath",18.0,good edit for,very positive
37.0,"David vs.
Goliath",19.0,when it focus,neutral
37.0,"David vs.
Goliath",20.0,blah,neutral
37.0,"David vs.
Goliath",21.0,modern survivor,positive
37.0,"David vs.
Goliath",22.0,postmerge,neutral
37.0,"David vs.
Goliath",23.0,modern survivor have,positive
37.0,"David vs.
Goliath",24.0,main course,positive
37.0,"David vs.
Goliath",25.0,advantage the,neutral
38.0,"Edge of
Extinction",0.0,twist,neutral
38.0,"Edge of
Extinction",1.0,eoe,neutral
38.0,"Edge of
Extinction",2.0,editing,neutral
38.0,"Edge of
Extinction",3.0,go wrong,very negative
38.0,"Edge of
Extinction",4.0,the main twist,positive
38.0,"Edge of
Extinction",5.0,the editing,neutral
38.0,"Edge of
Extinction",6.0,partially due to,negative
38.0,"Edge of
Extinction",7.0,partially due,negative
38.0,"Edge of
Extinction",8.0,main twist,positive
38.0,"Edge of
Extinction",9.0,remove,neutral
38.0,"Edge of
Extinction",10.0,partially,negative
38.0,"Edge of
Extinction",11.0,the twist,neutral
38.0,"Edge of
Extinction",12.0,wrong,very negative
38.0,"Edge of
Extinction",13.0,gabon,neutral
38.0,"Edge of
Extinction",14.0,weird,very negative
38.0,"Edge of
Extinction",15.0,twist very,positive
38.0,"Edge of
Extinction",16.0,really weird season,very negative
38.0,"Edge of
Extinction",17.0,not typical,neutral
38.0,"Edge of
Extinction",18.0,it mean for,negative
38.0,"Edge of
Extinction",19.0,what it mean,negative
38.0,"Edge of
Extinction",20.0,mean for the,negative
38.0,"Edge of
Extinction",21.0,mean for,negative
38.0,"Edge of
Extinction",22.0,very bizzare,positive
38.0,"Edge of
Extinction",23.0,bizzare,neutral
38.0,"Edge of
Extinction",24.0,because it not,neutral
38.0,"Edge of
Extinction",25.0,postmerge,neutral
